	0	1	2	3
0	0.33705606728462395	0.062008668109894825	0.4134109102420299	0.9509900498999682
1	0.32466837269539667	0.0	0.0	-0.01
2	0.0	0.0	0.0	1.9308950100000003e-08
3	0.0	0.0	0.0	-0.01
4	0.3503904534183196	-0.44173386145213606	0.3883967966481902	0.9605960099999733
5	0.0	0.0	0.0	0.0
6	-0.01	-0.01	0.0	7.7237750799e-06
7	0.0	0.0	0.0	0.0
8	0.365230474786139	0.9702989999999785	0.36624448025437234	-0.4303987975228406
9	0.39656239788720243	0.11375363607704164	-0.39499393286246337	0.9800999999999838
10	0.0	-0.0199	0.0	0.6310476094575544
11	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0
13	-0.3827098590577118	0.9899999999999891	0.40635855514308233	0.4131868383162611
14	0.2836867791026279	0.9999999999999944	0.19012841714875353	0.3923866501893799
15	0.0	0.0	0.0	0.0
