	0	1	2	3
0	0.28136494413699387	0.842943193383836	0.3527026009936928	-0.4246452500230713
1	0.3214775599787759	0.8514577710947895	0.32519666530156266	0.12030749894578868
2	0.285508804338373	0.8600583546412071	0.3037947510905031	-0.40104399353383874
3	0.2607883085274294	-0.3888827604671347	0.34642778350029363	0.8687458127689016
4	0.0	0.0	0.0	0.0
5	-0.0199	-0.01	0.0	0.0
6	0.0	0.0	0.0	0.0
7	-0.01	0.0	0.0	0.0
8	0.0	0.0	0.0	-0.01
9	0.0	0.0	0.0	0.0
10	0.0	0.0	0.0	0.0
11	-0.01	-0.0199	0.4120793942814007	0.0
12	0.0	0.0	0.0	0.0
13	-0.4744035124744377	0.03289936192536212	0.3295104209943931	0.8775210229988961
14	0.23205250584705095	0.0	-0.0199	0.0
15	0.0	-0.0199	0.0	0.0
16	0.0	0.0	0.0	0.0
17	-0.01	-0.01	0.0	0.0
18	0.0	0.0	0.0	0.0
19	-0.01	0.0	0.0	0.0
20	0.0	0.0	-0.0199	-0.01
21	0.0	3.0672428567117194e-08	0.0	0.0
22	0.0	0.28404228755105526	-0.0199	-0.01
23	0.05029789789540056	0.047753415117576914	0.3517077591761518	0.8863848717160623
24	0.0	0.2770763577074385	0.0	0.008953382542586598
25	0.0006816580014035551	0.0	0.0	0.6745626887760647
26	0.0	0.0	-0.0199	2.145708386973332e-22
27	0.0	0.0	0.0	0.0
28	0.0	0.0	-0.0199	0.0
29	0.0	0.0	0.0	0.0
30	0.0	0.0	0.0	0.0
31	-0.01	-0.0199	0.0	0.0
32	0.0	0.0	0.0	0.0
33	-0.33102824143031945	0.8953382542586543	0.3705595890139706	-0.40104399353383874
34	0.2791467104594615	0.9043820750087472	0.03978424963454958	-0.35089737163159757
35	0.3692558468202691	0.09084323120843686	0.15389390927302918	0.9135172474835886
36	0.4798625188791082	0.0	0.0	0.0
37	0.0	0.0	0.0	-0.01
38	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0
41	-0.0199	0.0	0.0	-0.01
42	0.0	-0.01	-0.029701	0.0
43	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0
45	-0.3764746051087998	0.00859712536743677	0.267659253264205	0.9227446944278728
46	0.0	-0.01	0.08457442297788688	0.0
47	0.0	0.0	0.0	0.0
48	-0.01	0.0	0.0	0.0
49	0.0	0.0	0.0	0.0
50	0.0	-0.01	-0.01	0.0
51	0.0	0.0	0.0	0.0
52	-0.01	-0.01	0.0	0.0
53	0.0	0.0	0.0	0.0
54	-0.0199	0.5319727055925215	-0.01	0.0
55	0.09790924992049874	0.13268780723557838	0.3364363118629671	0.9320653479069478
56	0.5530249170275467	-0.01	0.0007986623599659668	0.0
57	0.0	0.0	0.0	0.0
58	-0.01	0.0	0.0	0.3487444001114006
59	0.0	0.0	0.0	0.0
60	0.0	-0.01	0.0	0.0
61	0.0	0.0	0.0	0.0
62	-0.01	0.0	0.0	0.0
63	0.0	0.0	-0.01	-0.01
64	0.0	0.009320653479069534	0.12240072177540078	0.0
65	0.01962843681041518	0.941480149400963	0.3174568933322437	-0.4246452500230713
66	0.4066228754841625	0.9509900498999682	0.11541519220833045	0.0815938899679406
67	0.368742432246688	0.9605960099999733	-0.3443407794258561	-0.33771795901601626
68	0.33380142659930256	0.12478901759977157	0.07066529072203645	0.9702989999999785
69	0.5850725557921885	0.0	0.0	0.0
70	0.0	0.0	0.0	-0.01
71	0.0	0.0	-0.029701	-0.01
72	0.0	-0.01	0.0	0.0
73	0.0	0.0	0.0	0.0
74	-0.01	-0.01	0.0	-0.01
75	0.0	0.0	0.0	0.0
76	-0.01	-0.01	0.3682742311397003	-0.01
77	0.0	0.0	0.0	0.0
78	-0.3573883979152816	0.9800999999999838	0.3415199100891869	0.13063440819494634
79	0.37996823925552486	0.36854548036831414	0.13984842139047043	0.9899999999999891
80	0.0	0.0	0.0	0.0
81	0.0	0.0	0.0	0.0
82	-0.01	-0.0199	0.0	0.0
83	0.0	0.0	0.0	0.0
84	0.0	0.0	0.0	0.0
85	-0.01	-0.01	-0.01	0.0
86	0.0	0.0	0.0	0.0
87	0.0	0.0	0.0	0.0
88	0.0	0.6319224556229595	0.0	0.0
89	0.1772383393997867	0.45180588597952204	0.3879716463314553	0.9999999999999944
90	0.0	0.0	0.0	0.0
91	-0.01	0.0	-0.01	0.0
92	0.0	0.0	0.0	0.0
93	0.0	0.0	-0.01	0.0
94	0.0	0.0	-0.01	0.0
95	0.0	0.0	0.0	0.0
96	0.0	0.0	0.0	0.0
97	0.0	0.0	0.0	0.0
98	0.0	0.0	0.0	0.0
99	0.0	0.0	0.0	0.0
